model,score,timestep,number_of_edges_pos,number_of_edges_neg,test_agg,duplicate_edges,predictor,loss_func,method
GraphSage,0.5486111111111112,1386242160,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.576530612244898,1386242180,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5714285714285714,1386242200,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.416015625,1386242220,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5714285714285715,1386242240,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.40532544378698226,1386242260,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.31141868512110726,1386242280,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5255102040816326,1386242300,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.490234375,1386242320,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4652777777777778,1386242340,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43112244897959184,1386242360,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5555555555555556,1386242380,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4380165289256198,1386242400,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.45833333333333337,1386242420,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5155555555555555,1386242440,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5207100591715976,1386242460,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4846938775510204,1386242480,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4375,1386242500,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.35802469135802467,1386242520,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.45,1386242540,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4017857142857143,1386242560,14,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46280991735537186,1386242580,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.2644628099173554,1386242600,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4693877551020408,1386242620,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.484375,1386242640,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.33333333333333337,1386242660,6,6,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.65625,1386242680,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.19834710743801653,1386242700,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4355555555555555,1386242720,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.22666666666666668,1386242740,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.390625,1386242760,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.38,1386242780,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4375,1386242800,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5867768595041323,1386242820,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3055555555555555,1386242840,6,6,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5208333333333333,1386242860,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5029585798816568,1386242880,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4930555555555555,1386242900,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5991735537190083,1386242920,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7430555555555555,1386242940,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5208333333333334,1386242960,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.48,1386242980,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3680555555555556,1386243000,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4793388429752066,1386243020,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6000000000000001,1386243040,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6033057851239669,1386243060,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46938775510204084,1386243080,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.625,1386243100,6,6,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.28125,1386243120,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5918367346938775,1386243140,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5510204081632654,1386243160,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4652777777777778,1386243180,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.487603305785124,1386243200,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7520661157024793,1386243220,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5416666666666667,1386243240,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5,1386243260,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46938775510204084,1386243280,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.53125,1386243300,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4506172839506173,1386243320,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7160493827160495,1386243340,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3553719008264463,1386243360,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5619834710743801,1386243380,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6859504132231404,1386243400,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.59375,1386243420,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6666666666666666,1386243440,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6875,1386243460,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.640625,1386243480,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5714285714285714,1386243500,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.487603305785124,1386243520,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42083333333333334,1386243540,16,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.486328125,1386243560,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5833333333333334,1386243580,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6275510204081634,1386243600,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6683673469387755,1386243620,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5190311418685121,1386243640,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3950617283950617,1386243660,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4140625,1386243680,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.44,1386243700,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.423469387755102,1386243720,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42619047619047623,1386243740,15,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3828125,1386243760,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5561224489795918,1386243780,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.39743589743589736,1386243800,13,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.35,1386243820,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5138888888888888,1386243840,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.56,1386243860,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6666666666666666,1386243880,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5206611570247934,1386243900,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.66,1386243920,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5347222222222222,1386243940,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5454545454545454,1386243960,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7654320987654321,1386243980,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6296296296296297,1386244000,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7901234567901234,1386244020,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46,1386244040,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.836734693877551,1386244060,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5918367346938775,1386244080,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7142857142857143,1386244100,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.638888888888889,1386244120,6,6,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5102040816326531,1386244140,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.453125,1386244160,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5061728395061729,1386244180,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4628099173553719,1386244200,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.36,1386244220,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.37396121883656513,1386244240,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5200617283950617,1386244260,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.375,1386244280,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.617283950617284,1386244300,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4938271604938272,1386244320,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4183673469387755,1386244340,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5022222222222222,1386244360,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3364197530864198,1386244380,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5864197530864197,1386244400,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.737603305785124,1386244420,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5822222222222222,1386244440,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6239669421487604,1386244460,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5661157024793388,1386244480,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4023668639053254,1386244500,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.606508875739645,1386244520,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6488888888888888,1386244540,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7346938775510203,1386244560,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.8099173553719008,1386244580,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.7142857142857143,1386244600,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6401384083044983,1386244620,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.8777777777777778,1386244640,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6686390532544378,1386244660,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6666666666666667,1386244680,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6122448979591837,1386244700,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.556786703601108,1386244720,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5170068027210883,1386244740,21,21,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46759259259259256,1386244760,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.48,1386244780,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4421768707482993,1386244800,21,21,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4696180555555556,1386244820,24,24,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.47000000000000003,1386244840,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5709876543209876,1386244860,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4025,1386244880,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.673828125,1386244900,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5434027777777778,1386244920,24,24,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5307621671258035,1386244940,33,33,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.40555555555555567,1386244960,30,30,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.49440000000000006,1386244980,25,25,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42935528120713307,1386245000,27,27,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5022189349112426,1386245020,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.55103550295858,1386245040,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5428061831153389,1386245060,29,29,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5927977839335179,1386245080,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5303254437869822,1386245100,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6172839506172839,1386245120,27,27,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5623268698060941,1386245140,38,38,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.47200000000000003,1386245160,25,25,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6371882086167802,1386245180,21,21,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6875,1386245200,24,24,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5921521997621879,1386245220,29,29,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5516581632653061,1386245240,28,28,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5925925925925926,1386245260,27,27,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5618311533888228,1386245280,29,29,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4938563327032136,1386245300,46,46,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4795061728395062,1386245320,45,45,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4265318262938727,1386245340,41,41,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3950029744199881,1386245360,41,41,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5835629017447199,1386245380,33,33,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4965397923875432,1386245400,51,51,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.323125,1386245420,40,40,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.36147443519619493,1386245440,29,29,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41025641025641024,1386245460,39,39,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42843749999999997,1386245480,40,40,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3829344432882414,1386245500,31,31,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5956632653061225,1386245520,28,28,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.34448979591836737,1386245540,35,35,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4655612244897959,1386245560,28,28,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41777777777777775,1386245580,30,30,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4541420118343195,1386245600,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46384297520661155,1386245620,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.49920000000000003,1386245640,25,25,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5052083333333333,1386245660,24,24,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.375,1386245680,28,28,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42,1386245700,30,30,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4201183431952663,1386245720,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5175,1386245740,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4921875,1386245760,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.31125,1386245780,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4049586776859504,1386245800,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.48,1386245820,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43767313019390586,1386245840,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.556786703601108,1386245860,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.49134948096885817,1386245880,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41015625,1386245900,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.375,1386245920,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6666666666666667,1386245940,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43944636678200694,1386245960,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.34,1386245980,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4107142857142857,1386246000,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4674556213017752,1386246020,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.8055555555555556,1386246040,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5289256198347108,1386246060,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43111111111111106,1386246080,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.37890625,1386246100,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.37190082644628103,1386246120,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.39669421487603307,1386246140,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.578125,1386246160,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.42975206611570244,1386246180,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.546875,1386246200,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.35,1386246220,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5802469135802469,1386246240,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6296296296296295,1386246260,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4669421487603306,1386246280,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4691358024691358,1386246300,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.40816326530612246,1386246320,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.25,1386246340,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.40740740740740744,1386246360,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.32098765432098764,1386246380,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4545454545454546,1386246400,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3846153846153846,1386246420,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43750000000000006,1386246440,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.33,1386246460,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.44970414201183434,1386246480,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.2986111111111111,1386246500,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3119834710743802,1386246520,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.46366782006920415,1386246540,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5397923875432525,1386246560,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3966049382716049,1386246580,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5066666666666667,1386246600,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.48520710059171596,1386246620,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.35537190082644626,1386246640,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.33333333333333337,1386246660,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.28395061728395066,1386246680,9,9,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.34375,1386246700,8,8,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.37244897959183676,1386246720,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.36328125,1386246740,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.2916666666666667,1386246760,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.43078512396694213,1386246780,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4379084967320262,1386246800,18,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.40222222222222226,1386246820,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.45999999999999996,1386246840,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3401360544217687,1386246860,21,21,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4875,1386246880,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4031065088757397,1386246900,26,26,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5259515570934257,1386246920,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4132231404958677,1386246940,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.37024221453287204,1386246960,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.48263888888888895,1386246980,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3892733564013841,1386247000,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4792899408284023,1386247020,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4148351648351648,1386247040,14,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6121883656509695,1386247060,19,19,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41695501730103807,1386247080,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4602076124567474,1386247100,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.45454545454545453,1386247120,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.49125,1386247140,20,20,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5377777777777778,1386247160,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.2975778546712803,1386247180,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.485207100591716,1386247200,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5086505190311419,1386247220,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41000000000000003,1386247240,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.548611111111111,1386247260,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.44628099173553726,1386247280,11,11,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5486111111111112,1386247300,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.33163265306122447,1386247320,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.328125,1386247340,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3488888888888889,1386247360,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3840830449826989,1386247380,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4844290657439447,1386247400,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5,1386247420,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5,1386247440,18,18,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4933333333333333,1386247460,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.35986159169550175,1386247480,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.515625,1386247500,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5778546712802768,1386247520,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5991735537190083,1386247540,22,22,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.3431952662721893,1386247560,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.41796875,1386247580,16,16,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5051903114186851,1386247600,17,17,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5029585798816568,1386247620,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.47555555555555556,1386247640,15,15,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.29166666666666663,1386247660,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4970414201183432,1386247680,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5299999999999999,1386247700,10,10,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5459183673469388,1386247720,14,14,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.378698224852071,1386247740,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.5138888888888888,1386247760,12,12,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.4615384615384615,1386247780,13,13,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.6799999999999999,1386247800,5,5,False,False,dotProduct,BCEWithLogits,temporal_edges
GraphSage,0.673469387755102,1386247820,7,7,False,False,dotProduct,BCEWithLogits,temporal_edges
